source_file,grade,chunk_index,page,page_start,page_end,span,words,chapter,section
G9P2.pdf,9,135,116,116,116,1,207,(document),Nanometer
G9P2.pdf,9,136,117,117,117,1,250,(document),Nanotechnology
G9P2.pdf,9,137,117,117,118,2,250,(document),Nanotechnology
G9P2.pdf,9,138,118,118,119,2,250,(document),Nanotechnology
G9P2.pdf,9,139,119,119,120,2,250,(document),Nanotechnology
G9P2.pdf,9,140,120,120,121,2,250,(document),Nanotechnology
G9P2.pdf,9,141,121,121,122,2,250,(document),Nanotechnology
G9P2.pdf,9,142,122,122,123,2,250,(document),Nanotechnology
G9P2.pdf,9,143,123,123,123,1,87,(document),Nanotechnology
G9P2.pdf,9,144,124,124,124,1,250,(document),Applications of nanotechnology
G9P2.pdf,9,145,124,124,125,2,250,(document),Applications of nanotechnology
G9P2.pdf,9,146,125,125,126,2,250,(document),Applications of nanotechnology
G9P2.pdf,9,147,126,126,127,2,105,(document),Applications of nanotechnology
G9P2.pdf,9,148,127,127,128,2,250,(document),Future condition that may arise because of
G9P2.pdf,9,149,128,128,129,2,250,(document),Future condition that may arise because of
G9P2.pdf,9,150,129,129,130,2,250,(document),Future condition that may arise because of
G9P2.pdf,9,151,130,130,131,2,250,(document),Future condition that may arise because of
G9P2.pdf,9,152,131,131,132,2,250,(document),Future condition that may arise because of
G9P2.pdf,9,153,132,132,132,1,118,(document),Future condition that may arise because of
G9P2.pdf,9,154,132,132,133,2,250,(document),How lightning occurs
G9P2.pdf,9,155,133,133,134,2,250,(document),How lightning occurs
G9P2.pdf,9,156,134,134,134,1,250,(document),How lightning occurs
G9P2.pdf,9,157,134,134,135,2,250,(document),How lightning occurs
G9P2.pdf,9,158,135,135,136,2,250,(document),How lightning occurs
G9P2.pdf,9,159,136,136,136,1,250,(document),How lightning occurs
G9P2.pdf,9,160,136,136,136,1,139,(document),How lightning occurs
G9P2.pdf,9,161,137,137,137,1,250,(document),Prevention of lightning accidents
G9P2.pdf,9,162,137,137,138,2,250,(document),Prevention of lightning accidents
G9P2.pdf,9,163,138,138,139,2,250,(document),Prevention of lightning accidents
G9P2.pdf,9,164,139,139,139,1,250,(document),Prevention of lightning accidents
G9P2.pdf,9,165,139,139,141,3,250,(document),Prevention of lightning accidents
G9P2.pdf,9,166,140,140,141,2,77,(document),Prevention of lightning accidents
G9P2.pdf,9,167,141,141,142,2,250,(document),Cyclones
G9P2.pdf,9,168,142,142,142,1,250,(document),Cyclones
G9P2.pdf,9,169,142,142,143,2,250,(document),Cyclones
G9P2.pdf,9,170,143,143,144,2,250,(document),Cyclones
G9P2.pdf,9,171,144,144,145,2,250,(document),Cyclones
G9P2.pdf,9,172,144,144,145,2,142,(document),Cyclones
G9P2.pdf,9,173,146,146,147,2,250,(document),Earthquakes
G9P2.pdf,9,174,147,147,148,2,250,(document),Earthquakes
G9P2.pdf,9,175,148,148,149,2,250,(document),Earthquakes
G9P2.pdf,9,176,149,149,150,2,250,(document),Earthquakes
G9P2.pdf,9,177,150,150,151,2,250,(document),Earthquakes
G9P2.pdf,9,178,151,151,152,2,250,(document),Earthquakes
G9P2.pdf,9,179,152,152,153,2,198,(document),Earthquakes
G9P2.pdf,9,180,153,153,154,2,250,(document),Tsunami
G9P2.pdf,9,181,154,154,155,2,250,(document),Tsunami
G9P2.pdf,9,182,155,155,156,2,250,(document),Tsunami
G9P2.pdf,9,183,156,156,157,2,250,(document),Tsunami
G9P2.pdf,9,184,157,157,157,1,61,(document),Tsunami
G9P2.pdf,9,185,157,157,158,2,249,(document),Wild fires
G9P2.pdf,9,186,158,158,159,2,250,(document),The relationship between
G9P2.pdf,9,187,159,159,160,2,250,(document),The relationship between
G9P2.pdf,9,188,160,160,161,2,250,(document),The relationship between
G9P2.pdf,9,189,161,161,162,2,250,(document),The relationship between
G9P2.pdf,9,190,162,162,163,2,250,(document),The relationship between
G9P2.pdf,9,191,163,163,164,2,250,(document),The relationship between
G9P2.pdf,9,192,164,164,165,2,182,(document),The relationship between
G9P2.pdf,9,193,165,165,166,2,250,(document),Water
G9P2.pdf,9,194,166,166,167,2,250,(document),Water
G9P2.pdf,9,195,167,167,167,1,80,(document),Water
G9P2.pdf,9,196,167,167,168,2,250,(document),Minerals and rocks
G9P2.pdf,9,197,168,168,169,2,250,(document),Minerals and rocks
G9P2.pdf,9,198,169,169,170,2,250,(document),Minerals and rocks
G9P2.pdf,9,199,170,170,171,2,250,(document),Minerals and rocks
G9P2.pdf,9,200,171,171,172,2,250,(document),Minerals and rocks
G9P2.pdf,9,201,172,172,173,2,250,(document),Minerals and rocks
G9P2.pdf,9,202,173,173,173,1,117,(document),Minerals and rocks
G9P2.pdf,9,203,173,173,173,1,250,(document),Trees
G9P2.pdf,9,204,173,173,173,1,250,(document),Trees
G9P2.pdf,9,205,173,173,174,2,250,(document),Trees
G9P2.pdf,9,206,174,174,175,2,250,(document),Trees
G9P2.pdf,9,207,174,174,175,2,250,(document),Trees
G9P2.pdf,9,208,175,175,176,2,250,(document),Trees
G9P2.pdf,9,209,176,176,177,2,250,(document),Trees
G9P2.pdf,9,210,177,177,178,2,250,(document),Trees
G9P2.pdf,9,211,178,178,179,2,250,(document),Trees
G9P2.pdf,9,212,179,179,180,2,250,(document),Trees
G9P2.pdf,9,213,180,180,180,1,250,(document),Trees
G9P2.pdf,9,214,180,180,180,1,76,(document),Trees
